"","INDEX","TARGET","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","HOME_VAL","TRAVTIME","BLUEBOOK","TIF","OLDCLAIM","CLM_FREQ","MVR_PTS","CAR_AGE"
"1113",1401,4400,0,20,0,8,4209,80790,23,10570,1,0,0,4,9
"1114",1402,5782,0,42,0,13,71779,187108,5,15480,4,0,0,0,12
"1115",1403,3989,0,48,0,10,106752,0,46,19540,4,8212,3,2,15
"1116",1406,45985,0,26,2,11,21443,116421,19,24280,6,42208,1,5,1
"1117",1407,1401,0,42,0,11,27253,0,25,45360,6,29919,1,0,7
"1118",1408,4291,0,63,0,16,141953,377925,35,27570,10,0,0,0,9
"1119",1409,4665,2,43,2,12,62638,0,36,23140,6,7148,2,4,11
"1120",1410,2572,0,46,0,13,9494,0,38,2450,5,0,0,0,1
"1121",1411,22951,0,61,0,10,62185,0,40,26550,1,4843,3,0,11
"1122",1412,1746,0,31,1,15,20277,134375,5,24670,1,0,0,2,1
"1123",1413,17425,1,37,2,13,64927,184518,31,35270,6,0,0,0,15
"1124",1414,535,0,43,0,12,46915,0,52,11310,1,0,0,1,1
"1125",1415,4351,0,49,0,6,11069,0,60,19520,4,5954,3,5,3
"1126",1416,3367,0,55,0,8,86574,323469,47,17020,3,0,0,0,18
"1127",1417,8535,0,33,1,12,119869,0,48,23410,1,26363,1,5,1
"1128",1418,1020,1,58,2,17,100886,256797,29,18740,1,5108,1,9,8
"1129",1420,3776,0,46,0,9,24202,0,24,17270,13,3475,1,4,17
"1130",1422,5413,0,33,2,14,36351,193200,47,11450,10,3647,3,3,13
"1131",1423,3246,2,37,3,12,40012,200016,20,9200,7,3119,2,2,1
"1132",1424,4618,0,35,2,14,34235,139521,52,8420,3,0,0,2,6
"1133",1425,3666,0,44,2,0,0,0,39,23570,1,1380,3,3,17
"1134",1427,4475,1,43,1,13,78288,316436,31,15380,5,0,0,1,8
"1135",1428,2707,0,43,1,4,82795,0,40,8460,1,8844,2,7,7
"1136",1429,7981,0,50,0,10,216924,0,6,6500,6,27369,2,5,12
"1137",1430,2190,0,47,0,10,28600,0,28,8830,4,31567,2,3,10
"1138",1432,4286,0,45,0,9,20188,0,38,14200,1,1310,1,7,6
"1139",1433,5499,0,47,0,11,28808,0,6,8770,1,0,0,4,8
"1140",1434,4433,0,48,0,12,34669,146134,42,8630,1,2499,3,1,1
"1141",1436,5160,0,50,0,12,180074,442649,59,35520,4,4657,3,6,1
"1142",1439,2080,0,38,0,9,12216,0,39,5560,6,0,0,0,1
"1143",1440,4618,0,33,5,13,28084,132519,43,11100,1,555,2,3,1
"1144",1441,4966,0,35,1,9,77179,0,34,12720,10,0,0,0,4
"1145",1443,3213,1,45,2,13,90479,250111,30,36330,1,0,0,0,1
"1146",1444,3896,0,41,0,9,18939,0,50,5600,6,5171,4,4,1
"1147",1445,1834,0,43,2,10,50952,0,27,10900,7,0,0,0,9
"1148",1446,4915,0,46,0,12,54945,0,40,12220,1,6780,1,0,10
"1149",1447,4104,0,36,1,8,20494,0,22,5000,1,1091,1,5,7
"1150",1448,5524,0,58,0,9,45977,0,52,9960,13,1444,1,6,10
"1151",1449,3975,0,52,0,8,273507,630267,26,17570,1,10200,3,6,16
"1152",1450,5664,0,34,1,10,79445,0,36,12840,1,0,0,3,1
"1153",1451,6761,0,57,0,9,162519,0,25,23450,4,8044,3,2,14
"1154",1452,6217,0,31,1,11,64365,197001,23,4900,3,6156,1,0,16
"1155",1453,2956,0,32,1,12,71686,0,37,9060,10,0,0,0,15
"1156",1454,5201,0,56,0,9,36635,132567,16,5160,6,24822,3,4,11
"1157",1455,4568,0,34,1,0,0,0,32,11910,4,2361,3,4,1
"1158",1456,3751,0,40,0,11,59822,171876,51,18110,1,7769,3,4,1
"1159",1457,1886,0,41,3,2,0,139729,48,11780,4,16948,4,2,1
"1160",1458,1463,1,43,2,0,0,94377,47,11190,4,0,0,0,8
"1161",1459,2702,0,48,0,12,144922,0,31,6300,1,0,0,0,20
"1162",1460,4537,1,44,3,16,119998,331683,34,5900,10,0,0,2,11
"1163",1461,23910,0,42,1,12,98515,289187,22,15990,1,4208,1,4,17
"1164",1462,60847,1,36,2,12,131090,360638,29,32430,1,6514,4,9,9
"1165",1463,5125,1,44,2,8,42408,71734,43,6400,13,0,0,1,9
"1166",1465,4613,0,51,0,14,94160,310037,31,6600,1,8136,2,0,5
"1167",1466,3069,0,29,1,0,0,0,40,9370,10,0,0,0,1
"1168",1467,4373,0,58,0,8,77297,280067,5,7300,4,3075,4,5,1
"1169",1468,26244,0,50,1,15,61138,198569,16,36330,1,0,0,1,1
"1170",1469,7680,0,34,0,8,39752,148049,40,21510,4,6025,3,2,10
"1171",1470,6471,0,46,0,6,77946,225853,34,17840,3,4002,1,1,1
"1172",1472,4907,1,40,1,12,159889,412774,10,24870,4,7343,4,3,13
"1173",1474,6872,0,37,0,10,55076,245993,23,16400,4,0,0,1,1
"1174",1475,4950,0,53,0,11,168419,0,17,15340,6,0,0,0,15
"1175",1477,6425,2,58,2,16,46187,201756,27,4090,4,0,0,0,1
"1176",1480,676,0,56,0,14,22881,174663,19,7100,1,995,3,3,1
"1177",1481,980,0,29,1,10,17984,0,35,13680,7,4814,3,5,1
"1178",1482,3421,0,40,2,14,50401,149910,5,1500,6,0,0,3,7
"1179",1483,1639,1,41,2,13,111014,298205,35,1500,6,20972,2,6,17
"1180",1484,755,0,48,0,13,54028,193941,46,6450,1,2755,2,0,7
"1181",1485,1550,0,47,0,0,0,0,26,6200,6,0,0,4,1
"1182",1486,6050,0,50,0,11,33575,175923,44,12470,1,3707,1,0,7
"1183",1488,6052,0,46,0,0,0,0,74,7710,4,0,0,3,1
"1184",1489,5428,0,30,5,0,0,0,6,16810,1,1975,3,8,1
"1185",1490,2851,0,21,1,0,0,0,14,9560,4,7225,3,3,1
"1186",1491,2389,0,53,0,13,40383,203659,27,10490,1,8424,1,5,11
"1187",1493,2772,0,31,1,14,86794,0,55,19910,4,4156,1,2,8
"1188",1494,3930,0,45,2,12,28453,126662,30,13730,11,1150,2,5,1
"1189",1495,5013,0,42,0,7,155570,0,39,16390,6,4601,3,0,13
"1190",1498,6835,0,55,0,10,40683,163194,32,5570,13,0,0,3,9
"1191",1499,1962,1,42,1,14,46436,175019,37,25140,4,5795,3,3,14
"1192",1500,980,0,42,1,10,104560,319400,13,17500,4,0,0,1,17
"1193",1501,5863,0,51,1,14,23766,173701,43,8980,7,0,0,0,6
"1194",1502,2797,0,63,0,11,46814,267537,29,24660,1,43501,1,2,15
"1195",1503,1494,0,28,3,14,28045,201709,56,4300,1,10658,2,3,5
"1196",1504,5162,0,39,1,0,18362,0,34,26550,7,8673,3,4,1
"1197",1505,4904,0,57,0,15,44108,0,14,18530,10,2056,2,0,1
"1198",1506,5543,0,39,1,0,0,0,18,5200,14,13647,2,7,1
"1199",1507,2901,0,46,0,13,147091,0,57,30690,4,35095,3,0,19
"1200",1508,3225,0,41,0,11,23250,158854,23,14020,6,0,0,0,1
"1201",1509,1305,0,47,0,0,0,0,25,6200,9,25973,1,0,5
"1202",1510,16208,0,60,0,12,0,0,46,8960,3,0,0,2,10
"1203",1511,4435,0,61,0,14,76875,0,39,17740,10,6587,3,8,1
"1204",1512,5812,1,45,2,10,108151,0,50,12320,11,4746,2,0,1
"1205",1513,3561,0,51,1,18,30531,122736,48,15470,1,4874,3,5,1
"1206",1514,2344,0,47,0,7,21517,130812,12,8350,10,7143,2,7,1
"1207",1516,7028,0,47,0,5,48058,148046,56,19030,6,0,0,0,18
"1208",1517,4155,0,47,0,10,116767,275218,67,34610,1,0,0,1,8
"1209",1518,744,0,35,2,11,55637,0,38,22780,1,0,0,0,1
"1210",1520,5575,0,44,0,12,106140,271926,33,20760,1,0,0,0,10
"1211",1521,5568,0,52,0,10,21238,0,45,20750,10,0,0,1,5
"1212",1523,3214,0,50,0,12,0,0,48,6500,1,0,0,6,4
"1213",1524,1781,2,58,3,10,125791,371188,45,14680,9,8386,2,1,18
"1214",1525,709,0,38,0,0,0,0,29,5300,1,8080,1,5,11
"1215",1527,1808,0,37,2,15,42758,161549,24,9480,10,1432,3,0,11
"1216",1528,5349,1,44,3,13,216412,495325,40,28770,1,1312,3,0,18
"1217",1529,4376,0,32,1,9,89286,0,37,4700,6,0,0,1,9
"1218",1530,1710,0,48,0,0,0,0,30,10940,1,0,0,0,12
"1219",1531,4566,0,60,3,17,6104,0,31,8540,1,0,0,0,7
"1220",1532,865,1,44,1,11,27052,0,15,8610,6,4321,3,8,3
"1221",1533,1942,0,43,0,11,40791,197873,7,9480,4,3507,2,1,1
"1222",1534,8000,0,46,0,7,82149,0,19,19980,7,8054,2,0,10
"1223",1535,4538,0,33,2,10,93258,291200,66,20120,9,5480,4,1,7
"1224",1536,24591,2,42,3,9,65598,0,35,5700,1,4332,1,4,10
"1225",1539,5800,0,44,0,8,27222,0,25,8620,1,0,0,1,1
"1226",1541,5913,0,35,1,12,8701,80364,28,6050,10,23176,1,6,17
"1227",1542,5089,0,56,0,13,33193,149500,40,11480,4,4196,2,1,1
"1228",1544,5871,0,49,0,8,39490,175057,61,5450,1,0,0,0,1
"1229",1545,52063,0,39,0,10,90479,212190,15,22120,4,654,3,3,11
"1230",1546,7893,0,36,2,12,24612,0,36,6580,1,21939,2,1,8
"1231",1547,5803,1,38,1,13,7443,0,21,6040,4,0,0,1,1
"1232",1550,16652,0,35,0,9,26048,0,42,28370,4,0,0,3,1
"1233",1551,1050,0,35,1,6,17972,109056,35,14050,7,6890,3,4,1
"1234",1552,27521,0,50,0,7,50899,0,55,11590,10,0,0,3,1
"1235",1553,5019,0,43,0,10,61206,0,32,24450,1,4752,1,2,1
"1236",1554,8446,0,53,0,12,46979,212163,24,4580,10,5011,2,1,9
"1237",1555,1804,0,38,2,8,47366,0,66,6240,1,0,0,1,6
"1238",1557,2986,0,53,0,0,0,74945,56,1500,4,0,0,0,1
"1239",1558,5791,0,45,1,10,102765,0,43,18150,1,5796,2,0,17
"1240",1559,6022,0,45,0,9,61710,255337,34,9040,6,0,0,0,11
"1241",1560,2747,0,43,0,10,97953,0,43,13080,1,6748,3,0,12
"1242",1561,9059,0,28,1,7,21970,0,60,7950,10,2004,3,3,6
"1243",1562,3591,0,54,0,12,64423,216645,20,17350,1,0,0,0,16
"1244",1563,13720,0,47,0,0,0,84486,32,8140,10,41175,2,3,1
"1245",1565,2219,0,41,2,16,35636,150462,42,15120,6,5358,1,7,1
"1246",1566,20264,0,27,0,10,25564,0,26,9070,6,0,0,2,1
"1247",1567,5487,0,56,0,14,54286,0,52,10040,1,6216,1,4,7
"1248",1568,1745,0,52,0,13,18426,137473,14,8540,6,3653,1,2,1
"1249",1569,6639,0,46,0,12,28996,137891,60,9200,4,0,0,1,9
"1250",1571,5505,2,39,2,12,46674,200479,42,12330,16,652,2,0,16
"1251",1572,1907,0,57,2,0,0,0,38,7200,1,0,0,1,8
"1252",1573,4259,0,31,1,12,33782,0,17,4600,6,0,0,0,5
"1253",1574,3274,0,18,0,0,0,0,52,9970,1,14140,3,7,1
"1254",1575,2288,0,38,0,10,44809,0,26,9780,6,0,0,0,8
"1255",1576,4018,0,23,3,12,14307,119409,49,2930,3,0,0,4,1
"1256",1578,4746,0,32,1,9,42018,124856,12,18600,8,0,0,4,8
"1257",1579,4656,0,38,0,10,0,0,29,11310,1,0,0,1,1
"1258",1580,4326,0,35,2,11,47643,150050,34,5000,6,7165,2,0,1
"1259",1581,6346,0,41,0,11,96813,279879,14,24300,1,10764,2,3,7
"1260",1582,2908,1,41,2,14,290846,682634,41,43280,6,4422,2,0,18
"1261",1583,6389,0,44,0,12,40711,128970,33,12250,6,0,0,0,8
"1262",1584,3615,0,31,1,12,31476,121092,45,7750,10,0,0,0,1
"1263",1586,3595,0,53,0,14,49636,158951,23,8670,10,0,0,0,1
"1264",1587,3116,1,36,2,11,43680,164455,17,10220,1,6121,2,0,6
"1265",1588,3611,0,48,0,0,0,127576,30,6300,4,0,0,0,9
"1266",1589,5558,0,40,2,15,74402,247416,43,8940,1,2712,2,2,7
"1267",1591,1828,0,60,3,17,35092,0,54,20580,11,2601,1,0,13
"1268",1593,1929,0,37,1,11,73941,265035,6,5200,10,7372,3,4,10
"1269",1595,6573,0,35,2,12,69943,0,5,11990,1,0,0,2,1
"1270",1597,3931,1,39,2,11,43971,186086,52,16540,1,0,0,1,1
"1271",1599,7481,0,47,0,11,28163,126125,22,4320,6,17368,2,0,5
"1272",1600,3667,0,55,0,13,56227,211232,40,7000,8,6552,1,7,1
"1273",1601,8615,1,41,2,10,119354,309520,34,5600,7,38312,2,4,18
"1274",1602,8195,0,40,0,8,20753,165464,65,8570,1,3068,3,4,9
"1275",1604,3808,0,19,0,6,5336,0,26,11650,6,1845,2,7,1
"1276",1605,4090,0,39,0,8,52589,0,55,25580,16,4823,4,6,18
"1277",1606,5152,0,43,0,11,79388,160699,33,13740,4,0,0,2,6
"1278",1608,2097,0,48,0,15,144922,0,31,33290,4,0,0,0,20
"1279",1609,10958,1,41,2,13,65885,0,51,12190,1,0,0,4,8
"1280",1610,2007,0,57,0,8,38253,208139,37,9690,1,4588,1,6,1
"1281",1611,2487,2,37,2,10,107937,297539,35,19130,3,5730,3,1,12
"1282",1613,12024,0,47,0,14,66524,0,56,12850,3,0,0,0,12
"1283",1614,6539,0,50,0,12,45215,0,33,26460,6,0,0,4,13
"1284",1615,5212,0,53,0,11,30319,175890,8,6800,6,0,0,2,1
"1285",1616,1869,0,49,0,0,0,87080,69,6400,1,5032,3,7,1
"1286",1617,731,0,51,0,11,38668,0,49,1500,6,31344,3,2,7
"1287",1618,3872,0,58,0,12,73463,229325,34,20710,6,11061,2,2,18
"1288",1619,7058,2,57,3,14,106140,347576,39,7200,4,0,0,4,15
"1289",1620,4042,0,44,0,13,69236,266489,38,5800,1,0,0,0,1
"1290",1621,5441,0,39,3,15,12854,0,25,12800,11,2452,1,3,8
"1291",1622,6415,0,40,0,0,0,0,31,7470,15,9603,2,3,13
"1292",1623,3510,0,56,0,0,14307,100226,32,1500,1,0,0,1,10
"1293",1624,8351,0,35,0,7,64379,0,88,15030,1,0,0,0,12
"1294",1625,4090,0,32,3,11,62615,184803,18,24660,1,2130,2,4,14
"1295",1626,1221,0,45,0,0,0,70067,40,6000,1,3373,3,1,11
"1296",1628,3548,1,54,1,7,64155,221443,34,13320,10,7884,5,1,17
"1297",1631,31532,0,31,4,14,48317,133939,41,26130,7,0,0,0,1
"1298",1632,3393,2,45,2,16,101470,321990,25,11840,3,0,0,3,11
"1299",1633,1791,0,32,4,0,0,60950,36,9150,10,0,0,4,1
"1300",1634,8097,0,26,1,7,110880,282194,29,3900,18,0,0,3,12
"1301",1635,2827,0,53,0,12,180034,0,27,32950,6,3488,2,3,15
"1302",1636,2763,0,37,0,13,78341,0,47,10890,4,3857,4,2,11
"1303",1637,6162,0,64,0,14,65398,231176,53,13810,11,9658,1,0,15
"1304",1638,3677,0,27,3,9,43915,0,39,3260,1,5476,3,2,1
"1305",1639,7531,0,41,0,3,85545,0,36,6000,1,26003,2,4,21
"1306",1642,2188,0,37,0,0,0,80900,40,5200,1,6064,1,0,8
"1307",1643,4435,0,56,0,13,231004,553221,22,30200,1,7092,2,0,17
"1308",1644,4041,0,55,0,14,37523,165342,28,10750,1,0,0,0,9
"1309",1645,7008,0,48,0,0,0,0,47,7380,17,4969,1,5,10
"1310",1647,3491,0,35,2,16,66452,0,39,23100,6,0,0,2,9
"1311",1648,3749,1,60,1,15,35120,0,37,17700,4,0,0,1,5
"1312",1649,4876,0,46,0,7,37192,139612,24,6100,6,0,0,4,1
"1313",1650,3134,0,55,0,13,70839,0,8,24120,1,0,0,1,11
"1314",1651,3674,0,53,0,0,0,0,28,18070,7,20773,3,0,6
"1315",1652,3172,0,58,1,0,0,0,51,13140,1,5696,4,9,1
"1316",1653,15019,0,52,0,11,41367,198177,7,10840,1,0,0,2,8
"1317",1654,6059,0,47,0,14,19527,134741,50,8150,1,23275,1,2,1
"1318",1655,1519,0,38,1,9,19122,0,40,5300,10,0,0,0,1
"1319",1656,5270,0,27,3,13,0,0,16,14900,7,33611,1,4,8
"1320",1657,1911,0,49,0,0,0,0,16,8820,1,29572,3,2,9
"1321",1658,7692,0,46,0,8,30111,164877,28,3910,4,0,0,1,1
"1322",1659,4638,1,48,0,13,14522,109990,29,14940,6,7310,3,8,9
"1323",1660,1756,0,33,1,9,26177,113050,33,6780,10,3469,3,5,7
"1324",1661,3128,0,42,1,11,44955,161808,30,18790,13,0,0,2,7
"1325",1663,5386,2,61,2,14,36611,172982,28,8380,7,1139,3,1,1
"1326",1664,2051,0,30,1,10,69357,227852,33,11440,4,0,0,0,8
"1327",1665,6612,0,61,0,12,179536,481375,45,7600,1,0,0,0,19
"1328",1666,5724,1,43,3,17,32505,162586,29,3750,6,6714,1,11,1
"1329",1667,3347,0,45,1,9,24178,115381,67,19100,6,7727,3,2,1
"1330",1669,5381,1,37,2,0,34033,64066,35,5390,1,4650,2,4,1
"1331",1670,6076,1,42,2,14,34084,121601,38,4910,1,0,0,1,6
"1332",1674,4037,0,61,0,14,59690,232227,44,13570,10,0,0,0,14
"1333",1675,1620,1,42,3,12,106194,0,33,18760,6,0,0,0,8
"1334",1676,5216,0,39,0,9,54960,215876,5,10450,4,0,0,2,5
"1335",1677,4174,0,35,2,7,50872,190621,46,14980,6,35500,1,0,4
"1336",1678,3737,0,51,0,0,0,0,34,26580,7,5921,5,0,1
"1337",1679,5139,0,53,0,12,35168,175879,41,11250,1,5103,3,0,1
"1338",1680,3351,0,54,0,6,52409,212452,40,12140,3,1986,4,2,7
"1339",1681,4440,0,36,0,10,39019,182970,46,14420,3,1414,1,0,1
"1340",1682,4420,0,64,0,12,12291,119621,33,15280,1,6247,2,2,3
"1341",1683,2829,0,36,0,11,907,0,43,8160,1,5386,1,4,5
"1342",1684,3693,1,42,4,15,9950,0,37,18800,8,7942,3,7,1
"1343",1685,2778,0,44,2,0,0,0,25,15070,9,0,0,2,9
"1344",1687,3442,0,35,0,5,18004,0,36,15290,4,0,0,0,1
"1345",1689,4575,0,33,4,0,0,0,5,8700,4,0,0,0,1
"1346",1690,8199,0,25,1,11,3355,0,27,10060,4,0,0,0,5
"1347",1691,7108,0,45,2,15,35441,143569,39,6000,1,9611,2,6,15
"1348",1692,2379,0,54,0,6,55977,0,45,9790,1,6193,1,4,8
"1349",1693,4274,2,40,2,15,40015,145021,15,25120,1,0,0,2,1
"1350",1694,2953,0,44,0,0,0,115329,65,5900,1,3218,1,7,7
"1351",1695,5499,0,39,0,11,23919,0,29,5400,6,4031,1,4,6
"1352",1697,2217,0,50,0,9,71544,0,36,29900,4,10768,3,0,9
"1353",1698,10209,2,39,3,12,71304,167105,43,7210,4,0,0,2,9
"1354",1699,2000,0,61,0,11,80153,272445,32,16370,9,0,0,0,15
"1355",1700,3585,0,44,0,12,29914,0,41,5900,3,0,0,1,1
"1356",1702,5800,1,40,2,7,82565,0,14,26440,6,3699,3,0,18
"1357",1703,3854,0,19,0,5,3871,76851,49,3790,3,5194,3,8,5
"1358",1704,4873,0,49,0,8,3044,0,65,1800,6,0,0,4,7
"1359",1705,4790,0,29,1,14,51724,148689,45,10330,7,0,0,2,1
"1360",1706,1327,1,44,1,15,45215,250380,5,17730,13,6421,1,0,6
"1361",1709,5922,0,50,0,10,32381,141088,38,3630,4,3653,1,6,18
"1362",1710,2149,0,40,1,0,0,0,32,2750,3,39401,3,1,10
"1363",1711,3527,0,33,1,13,49121,222342,31,12170,4,3055,2,7,8
"1364",1712,3620,0,48,0,0,0,0,24,1500,9,8567,2,9,8
"1365",1714,4212,0,41,0,13,39055,173444,81,26020,4,1044,2,5,5
"1366",1716,3736,0,54,0,14,164420,402031,48,1500,4,10878,1,2,21
"1367",1718,13770,0,36,3,12,45590,172745,9,16650,3,0,0,0,5
"1368",1719,2663,0,50,0,0,0,122287,66,1500,1,0,0,0,1
"1369",1720,5645,0,45,1,0,0,0,44,1500,4,0,0,1,7
"1370",1722,2546,0,22,0,7,12301,0,49,8770,6,9232,3,11,14
"1371",1723,1125,0,55,0,10,54877,0,37,42170,6,0,0,0,8
"1372",1726,2394,0,31,3,10,26606,0,27,10890,1,4044,2,0,9
"1373",1727,5401,1,43,1,9,0,0,46,12830,4,1510,1,1,1
"1374",1728,2931,0,67,1,14,22271,219318,66,14080,4,5898,3,3,1
"1375",1729,4009,0,43,0,9,53431,0,5,8050,3,4408,1,5,12
"1376",1732,7369,0,60,0,13,60432,235070,35,18560,1,0,0,0,10
"1377",1733,5463,0,52,0,14,76901,201756,36,22590,1,0,0,1,1
"1378",1735,11213,0,26,0,9,24722,0,28,9420,6,0,0,1,4
"1379",1736,6880,1,38,2,12,14320,77725,26,23950,1,3718,1,0,4
"1380",1737,4287,0,62,0,14,67112,238759,32,18300,1,8363,1,7,1
"1381",1738,4586,0,60,2,13,0,141088,47,7500,3,0,0,2,1
"1382",1739,3784,0,43,0,0,0,84656,36,24520,1,1119,1,8,8
"1383",1741,56400,0,44,2,15,16352,134164,37,9760,1,2316,1,0,1
"1384",1742,2386,0,60,0,10,16919,116786,24,9190,9,0,0,0,12
"1385",1743,10690,0,45,2,15,20653,140294,24,20720,1,0,0,0,6
"1386",1744,934,0,52,0,11,70198,239210,41,37810,6,0,0,0,9
"1387",1745,1841,2,39,2,11,30290,134576,20,18270,3,2787,3,3,1
"1388",1746,5324,0,47,0,15,57446,205310,30,25090,4,0,0,1,7
"1389",1747,4913,0,38,2,0,0,93228,51,9750,8,11093,3,7,1
"1390",1751,4083,0,42,0,14,56969,252556,18,11400,1,4512,3,5,10
"1391",1752,3459,1,44,2,16,165769,414539,27,44250,9,26121,4,8,11
"1392",1753,3091,0,39,2,17,23094,140813,27,9310,4,4732,2,0,1
"1393",1754,3858,0,30,2,12,2724,160464,35,6140,10,696,2,2,1
"1394",1755,5769,2,38,2,9,43476,156267,37,5850,16,7145,2,0,1
"1395",1756,4392,0,40,1,9,90326,0,33,19380,3,0,0,0,7
"1396",1757,5834,0,57,0,5,32033,167795,44,18110,10,1575,2,7,16
"1397",1758,4771,0,35,2,12,105992,0,43,17540,1,25379,1,0,9
"1398",1759,2357,0,26,2,0,0,0,10,22430,4,8538,4,8,1
"1399",1760,5374,0,51,0,11,51303,209767,5,18900,1,3328,1,8,11
"1400",1761,1151,0,60,0,13,62049,217434,70,19620,11,0,0,0,15
"1401",1762,10215,1,41,2,13,39677,166364,14,20210,4,0,0,2,6
"1402",1764,2059,1,44,2,13,18564,117386,12,13850,16,3828,3,3,6
"1403",1765,2422,0,57,0,11,13235,135560,6,10170,4,8135,3,3,13
"1404",1766,1894,0,48,0,9,105051,313504,37,16810,4,6978,2,2,1
"1405",1767,1058,0,53,0,12,126548,0,64,19450,4,0,0,0,13
"1406",1769,1436,1,40,2,16,75188,241182,25,13020,10,44010,3,4,6
"1407",1770,937,0,45,0,12,56828,201430,54,14060,11,0,0,3,9
"1408",1771,5631,0,55,0,12,37794,0,38,17050,1,39617,3,4,1
"1409",1772,5192,1,38,3,15,20145,128953,56,5200,3,38063,1,0,1
"1410",1774,4246,1,40,2,11,85273,257283,55,19070,13,2907,2,5,15
"1411",1775,4172,0,39,2,9,133920,0,41,18790,6,26926,2,0,15
"1412",1776,6528,1,38,2,8,41230,187871,30,25730,3,1410,1,10,5
"1413",1779,2439,0,33,2,10,53041,147510,45,19240,1,4445,2,9,10
"1414",1781,40941,0,44,0,12,51279,200803,52,12200,3,0,0,0,1
"1415",1783,5399,0,52,0,13,63301,213026,46,26630,4,11364,1,1,15
"1416",1785,5908,0,52,0,13,147351,408720,24,21670,13,0,0,0,10
"1417",1788,2295,1,40,2,0,0,50343,49,5500,10,0,0,0,1
"1418",1789,5982,0,50,0,6,15905,0,20,8090,1,5672,2,3,8
"1419",1790,7539,0,44,2,0,0,0,22,1500,6,11086,2,7,9
"1420",1791,2027,0,49,0,11,776,108249,56,12960,13,3116,2,0,10
"1421",1793,3509,0,51,0,12,59961,200761,28,44130,3,0,0,4,1
"1422",1794,3488,2,36,2,9,148595,391168,62,23380,1,0,0,4,19
"1423",1795,1973,0,35,2,14,127504,0,36,15380,13,0,0,3,14
"1424",1796,2318,0,58,0,11,70745,237422,15,16730,10,6864,3,4,15
"1425",1797,727,0,36,0,0,0,0,38,16280,4,3365,3,2,11
"1426",1798,4322,1,38,2,12,40197,160874,26,9720,1,0,0,0,1
"1427",1799,2323,1,43,3,14,77437,218079,27,13540,3,1879,1,5,10
"1428",1802,3327,0,37,1,12,5678,0,42,2070,1,6535,2,1,1
"1429",1805,1324,0,34,1,13,37806,173130,46,3680,4,0,0,0,8
"1430",1806,3806,0,48,0,9,44808,199470,25,10780,6,5001,2,4,1
"1431",1808,2489,0,41,0,10,136585,0,47,22060,13,1685,3,0,10
"1432",1809,5901,0,41,0,12,56447,205861,29,24660,7,0,0,0,8
"1433",1810,2437,0,38,1,0,0,0,34,16880,6,0,0,0,12
"1434",1811,6006,0,51,0,11,134582,371127,41,30950,4,0,0,1,14
"1435",1812,1475,0,35,0,5,54922,181427,45,18710,7,33276,1,0,15
"1436",1813,5117,0,40,0,11,67700,0,16,12230,7,1429,3,7,1
"1437",1814,838,0,47,0,0,0,0,51,6200,6,32418,1,0,10
"1438",1815,6167,0,26,4,0,0,50964,16,4100,1,6819,2,4,8
"1439",1816,2745,0,37,2,4,18127,129798,40,23270,6,2015,2,7,4
"1440",1817,1379,1,45,2,13,111560,0,28,6000,4,29150,2,4,8
"1441",1819,6579,0,57,0,11,14500,112458,32,8650,12,1662,1,3,9
"1442",1820,3352,0,53,0,15,28637,0,48,6600,4,21606,1,1,1
"1443",1823,7476,0,33,1,9,73988,238468,5,11670,6,9302,1,3,18
"1444",1824,3467,0,43,0,13,180733,477862,30,26480,1,0,0,0,17
"1445",1825,3008,0,36,0,10,38317,0,24,5330,4,0,0,4,1
"1446",1826,7234,1,37,1,0,23048,132852,13,21780,1,0,0,3,9
"1447",1827,2988,0,28,1,0,0,0,27,15370,3,2747,1,4,6
"1448",1829,3662,0,48,1,10,33332,104797,24,26710,3,0,0,0,7
"1449",1830,2299,0,50,0,13,36504,209726,35,10150,10,10658,1,4,3
"1450",1831,2518,0,32,2,9,19063,0,32,8190,6,2892,3,6,3
"1451",1832,85524,0,39,0,10,92264,0,53,22830,10,10011,1,1,1
"1452",1834,4758,0,49,0,11,34390,0,31,6300,1,6041,4,4,9
"1453",1835,867,1,48,1,11,48198,0,40,11280,7,2667,2,7,1
"1454",1836,5979,0,35,2,10,71827,193298,46,5000,1,5406,2,3,10
"1455",1837,7698,0,46,0,12,217967,0,42,33500,4,0,0,1,9
"1456",1838,1433,0,39,0,5,26727,148853,69,21990,7,2053,3,9,7
"1457",1839,16853,0,56,0,12,78291,0,38,24010,11,11445,3,5,1
"1458",1840,5428,1,56,2,0,0,0,45,7100,10,0,0,0,7
"1459",1841,26312,0,25,1,12,83329,235165,17,5120,1,4336,2,0,8
"1460",1842,2391,0,41,1,13,69777,231278,25,12980,1,0,0,4,10
"1461",1843,2928,0,59,0,13,46087,180425,18,15750,1,31406,1,4,1
"1462",1845,5725,0,53,0,0,0,0,22,40100,7,27795,2,2,4
"1463",1846,4696,0,40,1,7,34512,0,51,8950,6,4955,1,7,1
"1464",1848,807,0,47,0,10,55183,0,26,7020,1,0,0,2,15
"1465",1849,5400,0,65,0,12,60349,247580,40,14030,6,0,0,1,10
"1466",1851,3125,0,39,0,13,3241,100093,16,5720,1,0,0,0,6
"1467",1852,5689,0,35,2,14,114506,293583,54,16450,3,11156,2,2,16
"1468",1853,2927,0,18,2,14,479,0,20,7940,6,4922,3,4,9
